"VD編號","道路","位置","方向","星期","時段","預測當量","塞車機率"
"VJDST20","3","忠孝東-松信往東","U",2,"a",1130,"0%"
"VJDST20","3","忠孝東-松信往東","U",2,"p",1690,"40%"
"VJDST20","3","忠孝東-松信往東","U",3,"a",1121,"0%"
"VJDST20","3","忠孝東-松信往東","U",3,"p",1661,"30%"
"VJDST20","3","忠孝東-松信往東","U",4,"a",1083,"0%"
"VJDST20","3","忠孝東-松信往東","U",4,"p",1722,"51%"
"VJCTT60","3","忠孝東路五段416號前","W",0,"a",2517,"88%"
"VJCTT60","3","忠孝東路五段416號前","W",0,"p",2419,"88%"
"VJCTT60","3","忠孝東路五段416號前","W",1,"a",2543,"93%"
"VJCTT60","3","忠孝東路五段416號前","W",1,"p",2377,"88%"
"VJCTT60","3","忠孝東路五段416號前","W",2,"a",2567,"100%"
"VJCTT60","3","忠孝東路五段416號前","W",2,"p",2436,"97%"
"VJCTT60","3","忠孝東路五段416號前","W",3,"a",2622,"94%"
"VJCTT60","3","忠孝東路五段416號前","W",3,"p",2339,"100%"
"VJCTT60","3","忠孝東路五段416號前","W",4,"a",2501,"96%"
"VJCTT60","3","忠孝東路五段416號前","W",4,"p",2486,"100%"
"VKCUX20","2","忠孝東路六段40號前","E",0,"a",1703,"67%"
"VKCUX20","2","忠孝東路六段40號前","E",0,"p",2052,"99%"
"VKCUX20","2","忠孝東路六段40號前","E",1,"a",1770,"78%"
"VKCUX20","2","忠孝東路六段40號前","E",1,"p",2034,"99%"
"VKCUX20","2","忠孝東路六段40號前","E",2,"a",3056,"60%"
"VKCUX20","2","忠孝東路六段40號前","E",2,"p",2322,"83%"
"VKCUX20","2","忠孝東路六段40號前","E",3,"a",2015,"61%"
"VKCUX20","2","忠孝東路六段40號前","E",3,"p",2163,"97%"
"VKCUX20","2","忠孝東路六段40號前","E",4,"a",1669,"61%"
"VKCUX20","2","忠孝東路六段40號前","E",4,"p",2207,"97%"
"VKCUX20","2","忠孝東路六段40號前","W",0,"a",1804,"75%"
"VKCUX20","2","忠孝東路六段40號前","W",0,"p",1757,"88%"
"VKCUX20","2","忠孝東路六段40號前","W",1,"a",1764,"76%"
"VKCUX20","2","忠孝東路六段40號前","W",1,"p",1724,"80%"
"VKCUX20","2","忠孝東路六段40號前","W",2,"a",1895,"69%"
"VKCUX20","2","忠孝東路六段40號前","W",2,"p",1931,"82%"
"VKCUX20","2","忠孝東路六段40號前","W",3,"a",2048,"64%"
"VKCUX20","2","忠孝東路六段40號前","W",3,"p",1766,"81%"
"VKCUX20","2","忠孝東路六段40號前","W",4,"a",1791,"74%"
"VKCUX20","2","忠孝東路六段40號前","W",4,"p",1844,"92%"
"VJFQQ60","2","忠孝東路四段508號前","E",0,"a",797,"22%"
"VJFQQ60","2","忠孝東路四段508號前","E",0,"p",1022,"36%"
"VJFQQ60","2","忠孝東路四段508號前","E",1,"a",827,"22%"
"VJFQQ60","2","忠孝東路四段508號前","E",1,"p",1026,"36%"
"VJFQQ60","2","忠孝東路四段508號前","E",2,"a",833,"23%"
"VJFQQ60","2","忠孝東路四段508號前","E",2,"p",1007,"36%"
"VJFQQ60","2","忠孝東路四段508號前","E",3,"a",773,"21%"
"VJFQQ60","2","忠孝東路四段508號前","E",3,"p",984,"34%"
"VJFQQ60","2","忠孝東路四段508號前","E",4,"a",760,"19%"
"VJFQQ60","2","忠孝東路四段508號前","E",4,"p",1010,"37%"
"VJFQQ60","2","忠孝東路四段508號前","W",0,"a",1415,"56%"
"VJFQQ60","2","忠孝東路四段508號前","W",0,"p",1573,"62%"
"VJFQQ60","2","忠孝東路四段508號前","W",1,"a",1449,"58%"
"VJFQQ60","2","忠孝東路四段508號前","W",1,"p",1541,"60%"
"VJFQQ60","2","忠孝東路四段508號前","W",2,"a",1391,"55%"
"VJFQQ60","2","忠孝東路四段508號前","W",2,"p",1521,"60%"
"VJFQQ60","2","忠孝東路四段508號前","W",3,"a",1293,"51%"
"VJFQQ60","2","忠孝東路四段508號前","W",3,"p",1485,"59%"
"VJFQQ60","2","忠孝東路四段508號前","W",4,"a",1275,"51%"
"VJFQQ60","2","忠孝東路四段508號前","W",4,"p",1530,"60%"
"VHXS600","3","松仁-松勇 往北","U",0,"a",1551,"37%"
"VHXS600","3","松仁-松勇 往北","U",0,"p",3113,"72%"
"VHXS600","3","松仁-松勇 往北","U",1,"a",1641,"41%"
"VHXS600","3","松仁-松勇 往北","U",1,"p",2989,"70%"
"VHXS600","3","松仁-松勇 往北","U",2,"a",1624,"40%"
"VHXS600","3","松仁-松勇 往北","U",2,"p",3044,"72%"
"VHXS600","3","松仁-松勇 往北","U",3,"a",1630,"40%"
"VHXS600","3","松仁-松勇 往北","U",3,"p",3047,"71%"
"VHXS600","3","松仁-松勇 往北","U",4,"a",1604,"39%"
"VHXS600","3","松仁-松勇 往北","U",4,"p",3051,"72%"
"VI9S600","3","松仁-松壽 往北","U",0,"a",3408,"96%"
"VI9S600","3","松仁-松壽 往北","U",0,"p",2874,"100%"
"VI9S600","3","松仁-松壽 往北","U",1,"a",3557,"100%"
"VI9S600","3","松仁-松壽 往北","U",1,"p",2926,"100%"
"VI9S600","3","松仁-松壽 往北","U",2,"a",3651,"100%"
"VI9S600","3","松仁-松壽 往北","U",2,"p",2967,"100%"
"VI9S600","3","松仁-松壽 往北","U",3,"a",3416,"97%"
"VI9S600","3","松仁-松壽 往北","U",3,"p",2961,"100%"
"VI9S600","3","松仁-松壽 往北","U",4,"a",3354,"96%"
"VI9S600","3","松仁-松壽 往北","U",4,"p",3096,"100%"
"VGYS640","2","松仁-松平 往南","U",0,"a",1469,"15%"
"VGYS640","2","松仁-松平 往南","U",0,"p",1226,"0%"
"VGYS640","2","松仁-松平 往南","U",1,"a",1497,"16%"
"VGYS640","2","松仁-松平 往南","U",1,"p",1222,"0%"
"VGYS640","2","松仁-松平 往南","U",2,"a",1526,"11%"
"VGYS640","2","松仁-松平 往南","U",2,"p",1258,"0%"
"VGYS640","2","松仁-松平 往南","U",3,"a",1497,"13%"
"VGYS640","2","松仁-松平 往南","U",3,"p",1238,"0%"
"VGYS640","2","松仁-松平 往南","U",4,"a",1425,"11%"
"VGYS640","2","松仁-松平 往南","U",4,"p",1306,"0%"
"VIVS602","3","松仁-松高 往北","N",0,"a",920,"0%"
"VIVS602","3","松仁-松高 往北","N",0,"p",1597,"0%"
"VIVS602","3","松仁-松高 往北","N",1,"a",930,"0%"
"VIVS602","3","松仁-松高 往北","N",1,"p",1580,"0%"
"VIVS602","3","松仁-松高 往北","N",2,"a",943,"0%"
"VIVS602","3","松仁-松高 往北","N",2,"p",1636,"0%"
"VIVS602","3","松仁-松高 往北","N",3,"a",930,"0%"
"VIVS602","3","松仁-松高 往北","N",3,"p",1620,"0%"
"VIVS602","3","松仁-松高 往北","N",4,"a",923,"0%"
"VIVS602","3","松仁-松高 往北","N",4,"p",1693,"0%"
"VIVS602","3","松仁-松高 往北","S",0,"a",2241,"37%"
"VIVS602","3","松仁-松高 往北","S",0,"p",2385,"40%"
"VIVS602","3","松仁-松高 往北","S",1,"a",2284,"39%"
"VIVS602","3","松仁-松高 往北","S",1,"p",2388,"47%"
"VIVS602","3","松仁-松高 往北","S",2,"a",2345,"42%"
"VIVS602","3","松仁-松高 往北","S",2,"p",2455,"68%"
"VIVS602","3","松仁-松高 往北","S",3,"a",2323,"42%"
"VIVS602","3","松仁-松高 往北","S",3,"p",2466,"67%"
"VIVS602","3","松仁-松高 往北","S",4,"a",2223,"35%"
"VIVS602","3","松仁-松高 往北","S",4,"p",2582,"85%"
"V9201A0","1","松仁路方向上信義支線匝道3+315","U",0,"a",887,"97%"
"V9201A0","1","松仁路方向上信義支線匝道3+315","U",0,"p",1053,"100%"
"V9201A0","1","松仁路方向上信義支線匝道3+315","U",1,"a",899,"98%"
"V9201A0","1","松仁路方向上信義支線匝道3+315","U",1,"p",1053,"100%"
"V9201A0","1","松仁路方向上信義支線匝道3+315","U",2,"a",900,"99%"
"V9201A0","1","松仁路方向上信義支線匝道3+315","U",2,"p",1099,"100%"
"V9201A0","1","松仁路方向上信義支線匝道3+315","U",3,"a",907,"100%"
"V9201A0","1","松仁路方向上信義支線匝道3+315","U",3,"p",1080,"100%"
"V9201A0","1","松仁路方向上信義支線匝道3+315","U",4,"a",875,"96%"
"V9201A0","1","松仁路方向上信義支線匝道3+315","U",4,"p",1100,"100%"
"VI9R760","2","松壽-市府 往西","E",0,"a",1138,"7%"
"VI9R760","2","松壽-市府 往西","E",0,"p",1578,"84%"
"VI9R760","2","松壽-市府 往西","E",1,"a",1183,"5%"
"VI9R760","2","松壽-市府 往西","E",1,"p",1570,"63%"
"VI9R760","2","松壽-市府 往西","E",2,"a",1232,"5%"
"VI9R760","2","松壽-市府 往西","E",2,"p",1632,"95%"
"VI9R760","2","松壽-市府 往西","E",3,"a",1237,"13%"
"VI9R760","2","松壽-市府 往西","E",3,"p",1645,"92%"
"VI9R760","2","松壽-市府 往西","E",4,"a",1174,"11%"
"VI9R760","2","松壽-市府 往西","E",4,"p",1706,"91%"
"VI9R760","2","松壽-市府 往西","W",0,"a",964,"0%"
"VI9R760","2","松壽-市府 往西","W",0,"p",1880,"100%"
"VI9R760","2","松壽-市府 往西","W",1,"a",1019,"0%"
"VI9R760","2","松壽-市府 往西","W",1,"p",1773,"86%"
"VI9R760","2","松壽-市府 往西","W",2,"a",1047,"0%"
"VI9R760","2","松壽-市府 往西","W",2,"p",1837,"100%"
"VI9R760","2","松壽-市府 往西","W",3,"a",1025,"0%"
"VI9R760","2","松壽-市府 往西","W",3,"p",1866,"100%"
"VI9R760","2","松壽-市府 往西","W",4,"a",1000,"1%"
"VI9R760","2","松壽-市府 往西","W",4,"p",1963,"100%"
"VI9RW20","3","松壽-松仁 往東","U",0,"a",607,"0%"
"VI9RW20","3","松壽-松仁 往東","U",0,"p",988,"1%"
"VI9RW20","3","松壽-松仁 往東","U",1,"a",629,"0%"
"VI9RW20","3","松壽-松仁 往東","U",1,"p",966,"4%"
"VI9RW20","3","松壽-松仁 往東","U",2,"a",648,"0%"
"VI9RW20","3","松壽-松仁 往東","U",2,"p",1008,"2%"
"VI9RW20","3","松壽-松仁 往東","U",3,"a",625,"0%"
"VI9RW20","3","松壽-松仁 往東","U",3,"p",1030,"2%"
"VI9RW20","3","松壽-松仁 往東","U",4,"a",621,"0%"
"VI9RW20","3","松壽-松仁 往東","U",4,"p",1050,"6%"
"VGYS7A1","1","松德路出口匝道0+060","U",0,"a",1335,"100%"
"VGYS7A1","1","松德路出口匝道0+060","U",0,"p",943,"100%"
"VGYS7A1","1","松德路出口匝道0+060","U",1,"a",1344,"100%"
"VGYS7A1","1","松德路出口匝道0+060","U",1,"p",942,"100%"
"VGYS7A1","1","松德路出口匝道0+060","U",2,"a",1370,"100%"
"VGYS7A1","1","松德路出口匝道0+060","U",2,"p",973,"100%"
"VGYS7A1","1","松德路出口匝道0+060","U",3,"a",1352,"100%"
"VGYS7A1","1","松德路出口匝道0+060","U",3,"p",965,"100%"
"VGYS7A1","1","松德路出口匝道0+060","U",4,"a",1309,"100%"
"VGYS7A1","1","松德路出口匝道0+060","U",4,"p",974,"100%"
"VIWRJ00","3","松智路-松高 往北","N",0,"a",768,"0%"
"VIWRJ00","3","松智路-松高 往北","N",0,"p",1494,"8%"
"VIWRJ00","3","松智路-松高 往北","N",1,"a",776,"0%"
"VIWRJ00","3","松智路-松高 往北","N",1,"p",1422,"10%"
"VIWRJ00","3","松智路-松高 往北","N",2,"a",799,"0%"
"VIWRJ00","3","松智路-松高 往北","N",2,"p",1500,"5%"
"VIWRJ00","3","松智路-松高 往北","N",3,"a",784,"0%"
"VIWRJ00","3","松智路-松高 往北","N",3,"p",1546,"16%"
"VIWRJ00","3","松智路-松高 往北","N",4,"a",780,"0%"
"VIWRJ00","3","松智路-松高 往北","N",4,"p",1633,"28%"
"VIWRJ00","3","松智路-松高 往北","S",0,"a",1029,"0%"
"VIWRJ00","3","松智路-松高 往北","S",0,"p",2046,"96%"
"VIWRJ00","3","松智路-松高 往北","S",1,"a",1062,"0%"
"VIWRJ00","3","松智路-松高 往北","S",1,"p",1967,"77%"
"VIWRJ00","3","松智路-松高 往北","S",2,"a",1078,"0%"
"VIWRJ00","3","松智路-松高 往北","S",2,"p",2054,"98%"
"VIWRJ00","3","松智路-松高 往北","S",3,"a",1063,"0%"
"VIWRJ00","3","松智路-松高 往北","S",3,"p",2096,"97%"
"VIWRJ00","3","松智路-松高 往北","S",4,"a",1051,"0%"
"VIWRJ00","3","松智路-松高 往北","S",4,"p",2141,"97%"
"VIWRJ60","3","松高路-松仁 往西","U",0,"a",665,"0%"
"VIWRJ60","3","松高路-松仁 往西","U",0,"p",1200,"13%"
"VIWRJ60","3","松高路-松仁 往西","U",1,"a",703,"0%"
"VIWRJ60","3","松高路-松仁 往西","U",1,"p",1188,"26%"
"VIWRJ60","3","松高路-松仁 往西","U",2,"a",724,"0%"
"VIWRJ60","3","松高路-松仁 往西","U",2,"p",1240,"21%"
"VIWRJ60","3","松高路-松仁 往西","U",3,"a",683,"0%"
"VIWRJ60","3","松高路-松仁 往西","U",3,"p",1257,"27%"
"VIWRJ60","3","松高路-松仁 往西","U",4,"a",678,"0%"
"VIWRJ60","3","松高路-松仁 往西","U",4,"p",1302,"48%"
"VIWR760","3","松高路-興雅路 往西","E",0,"a",8608,"100%"
"VIWR760","3","松高路-興雅路 往西","E",0,"p",8603,"100%"
"VIWR760","3","松高路-興雅路 往西","E",1,"a",8605,"100%"
"VIWR760","3","松高路-興雅路 往西","E",1,"p",8612,"100%"
"VIWR760","3","松高路-興雅路 往西","E",2,"a",8610,"100%"
"VIWR760","3","松高路-興雅路 往西","E",2,"p",8628,"100%"
"VIWR760","3","松高路-興雅路 往西","E",3,"a",8609,"100%"
"VIWR760","3","松高路-興雅路 往西","E",3,"p",8624,"100%"
"VIWR760","3","松高路-興雅路 往西","E",4,"a",8599,"100%"
"VIWR760","3","松高路-興雅路 往西","E",4,"p",8627,"100%"
"VIWR760","3","松高路-興雅路 往西","W",0,"a",9893,"100%"
"VIWR760","3","松高路-興雅路 往西","W",0,"p",9875,"100%"
"VIWR760","3","松高路-興雅路 往西","W",1,"a",9891,"100%"
"VIWR760","3","松高路-興雅路 往西","W",1,"p",9894,"100%"
"VIWR760","3","松高路-興雅路 往西","W",2,"a",9881,"100%"
"VIWR760","3","松高路-興雅路 往西","W",2,"p",9890,"100%"
"VIWR760","3","松高路-興雅路 往西","W",3,"a",9880,"100%"
"VIWR760","3","松高路-興雅路 往西","W",3,"p",9881,"100%"
"VIWR760","3","松高路-興雅路 往西","W",4,"a",9890,"100%"
"VIWR760","3","松高路-興雅路 往西","W",4,"p",9904,"100%"
"V0380F0","2","正氣接市民","U",0,"a",1699,"43%"
"V0380F0","2","正氣接市民","U",0,"p",1582,"20%"
"V0380F0","2","正氣接市民","U",1,"a",1704,"43%"
"V0380F0","2","正氣接市民","U",1,"p",1640,"37%"
"V0380F0","2","正氣接市民","U",2,"a",1706,"42%"
"V0380F0","2","正氣接市民","U",2,"p",1676,"37%"
"V0380F0","2","正氣接市民","U",3,"a",1714,"43%"
"V0380F0","2","正氣接市民","U",3,"p",1691,"40%"
"V0380F0","2","正氣接市民","U",4,"a",1706,"44%"
"V0380F0","2","正氣接市民","U",4,"p",1712,"42%"
"VKESJ10","1","永吉路195號前","E",0,"a",1852,"95%"
"VKESJ10","1","永吉路195號前","E",0,"p",2360,"100%"
"VKESJ10","1","永吉路195號前","E",1,"a",1724,"99%"
"VKESJ10","1","永吉路195號前","E",1,"p",2314,"100%"
"VKESJ10","1","永吉路195號前","E",2,"a",1824,"99%"
"VKESJ10","1","永吉路195號前","E",2,"p",2356,"100%"
"VKESJ10","1","永吉路195號前","E",3,"a",1838,"97%"
"VKESJ10","1","永吉路195號前","E",3,"p",2292,"100%"
"VKESJ10","1","永吉路195號前","E",4,"a",1796,"99%"
"VKESJ10","1","永吉路195號前","E",4,"p",2288,"100%"
"VKESJ10","1","永吉路195號前","W",0,"a",1380,"77%"
"VKESJ10","1","永吉路195號前","W",0,"p",1252,"89%"
"VKESJ10","1","永吉路195號前","W",1,"a",1383,"81%"
"VKESJ10","1","永吉路195號前","W",1,"p",1230,"77%"
"VKESJ10","1","永吉路195號前","W",2,"a",1438,"99%"
"VKESJ10","1","永吉路195號前","W",2,"p",1234,"81%"
"VKESJ10","1","永吉路195號前","W",3,"a",1388,"91%"
"VKESJ10","1","永吉路195號前","W",3,"p",1216,"81%"
"VKESJ10","1","永吉路195號前","W",4,"a",1422,"88%"
"VKESJ10","1","永吉路195號前","W",4,"p",1298,"81%"
"VJFQQ00","2","逸仙路-忠孝 往北","N",0,"a",4205,"100%"
"VJFQQ00","2","逸仙路-忠孝 往北","N",0,"p",4187,"100%"
"VJFQQ00","2","逸仙路-忠孝 往北","N",1,"a",4187,"100%"
"VJFQQ00","2","逸仙路-忠孝 往北","N",1,"p",4183,"100%"
"VJFQQ00","2","逸仙路-忠孝 往北","N",2,"a",4169,"100%"
"VJFQQ00","2","逸仙路-忠孝 往北","N",2,"p",4195,"100%"
"VJFQQ00","2","逸仙路-忠孝 往北","N",3,"a",4200,"100%"
"VJFQQ00","2","逸仙路-忠孝 往北","N",3,"p",4192,"100%"
"VJFQQ00","2","逸仙路-忠孝 往北","N",4,"a",4189,"100%"
"VJFQQ00","2","逸仙路-忠孝 往北","N",4,"p",4195,"100%"
"VJFQQ00","2","逸仙路-忠孝 往北","S",0,"a",3874,"100%"
"VJFQQ00","2","逸仙路-忠孝 往北","S",0,"p",3873,"100%"
"VJFQQ00","2","逸仙路-忠孝 往北","S",1,"a",3879,"100%"
"VJFQQ00","2","逸仙路-忠孝 往北","S",1,"p",3847,"100%"
"VJFQQ00","2","逸仙路-忠孝 往北","S",2,"a",3872,"100%"
"VJFQQ00","2","逸仙路-忠孝 往北","S",2,"p",3871,"100%"
"VJFQQ00","2","逸仙路-忠孝 往北","S",3,"a",3872,"100%"
"VJFQQ00","2","逸仙路-忠孝 往北","S",3,"p",3877,"100%"
"VJFQQ00","2","逸仙路-忠孝 往北","S",4,"a",3883,"100%"
"VJFQQ00","2","逸仙路-忠孝 往北","S",4,"p",3873,"100%"
